,RandSimilar,MajorityVote,RandDifferent,MinorityVote,MajorCNN,MinorCNN,MajorWavelet,MinorWavelet,MajorJzAzBz,MinorJzAzBz,MajorRGB,MinorRGB,MajorIsBenchmark,MinorIsBenchmark
111,103355,16,555839,1,0.442574904824959,0.7909487418938854,0.6518123350536774,0.15168741140967987,0.36556264879252215,0.4722145093084896,0.4092402830174013,0.6828436657479057,False,False
112,559042,9,989436,5,0.4994486617626721,0.7962678989313648,0.5900779626946198,0.6736118876189194,0.6582293628238561,0.6619797711670437,0.5948012357590928,0.551025004223121,False,True
113,564685,9,721747,7,0.40854748898126425,0.4984539022384017,0.7992368301478675,0.7892101368898858,0.6773998070526541,0.5633637026036487,0.5548504783489762,0.3373483269408616,False,False
114,565894,5,350605,4,0.5847198715971798,0.6180302843700489,0.5071122327526463,0.40092433098457547,0.6899405278774852,0.697313999317845,0.7801638432461435,0.7006515447699141,True,False
115,607086,11,568550,2,0.5951823547208567,0.7878105616778593,0.3092822538980215,0.47668280333572594,0.3328357503953891,0.7306795886046665,0.5384451133820887,0.6174558968535848,False,False
116,573665,6,32711,4,0.6427667036791819,0.8257927941818586,0.28346671330461903,0.4930189124779301,0.4519375749508862,0.45760364460481684,0.5734276311649026,0.47860690598124783,False,False
117,235796,12,579879,2,0.6348801704029133,0.2751719720150775,0.660166584035266,0.8005579270654307,0.4996479832550236,0.49796618719797714,0.4689892701822609,0.5493887252214362,True,False
118,591723,18,755073,4,0.7532430699726794,0.4632700718536112,0.7842676823046778,0.8558631504118771,0.7283304049535655,0.5302285862672586,0.412911690040541,0.37814282929517673,True,False
119,592673,10,177789,10,0.5462704338758787,0.6673555896333192,0.3548394205453614,0.24758535545972504,0.5310284673980702,0.5908304418357505,0.6114338284284462,0.675995223044884,False,False
120,593128,7,22671,3,0.5354833691755345,0.6789222782041267,0.2922424834990626,0.28028124633567286,0.5579319652422571,0.4716458201024612,0.6329372149256891,0.6409695486878227,False,False
121,601661,9,539439,1,0.4819185708126922,0.48763072218446285,0.9322288922857229,0.5621587453859485,0.46818278626832865,0.7689813953514225,0.4211210564871609,0.6313470974010021,False,False
122,601863,4,725256,3,0.31299445638915174,0.4996729453744107,0.7674080094004576,0.8147782298558839,0.6575677909875571,0.608447051027166,0.47918487874808247,0.5759776868308042,False,False
123,72991,7,607086,3,0.21211641741372614,0.5951823547208567,0.8823581547494604,0.3092822538980215,0.566735541193944,0.3328357503953891,0.4291191065464718,0.5384451133820887,False,False
124,612210,9,173416,7,0.5328348688816286,0.46795468606784457,0.16500992476877951,0.7879930555983822,0.47230799114829614,0.8144939284123962,0.6995028939722071,0.6507183685981786,False,False
125,61476,5,171836,3,0.4547548554494939,0.4042390135582627,0.8467444345004531,0.5619233342288368,0.6850615799299642,0.5671762475838817,0.4330795621212868,0.5501518685333007,False,False
126,902648,9,61629,2,0.5122663956369321,0.6185517427186453,0.8930606009745249,0.4324803369531434,0.6711077085953828,0.7041695315015648,0.5503107235185261,0.7462098281926016,True,False
127,618467,8,690907,4,0.47646338815214007,0.4461380879301881,0.8728077906688521,0.7394364390498616,0.8901300678367903,0.7232737697787954,0.458541617023135,0.5591033105595147,False,False
128,41090,9,618992,3,0.6165675777706348,0.3650218221252386,0.9056511330544507,0.6851511327156953,0.7561447663643843,0.6769035736813697,0.23639415960119856,0.6511212153950134,True,False
129,623094,11,220984,4,0.6772663530151088,0.7451588669173144,0.468600049856606,0.3788816976208458,0.4837580825521832,0.40851777784408194,0.5186950212965744,0.4888224491801937,False,False
130,787201,12,627083,0,0.6899022936016335,0.7226183199804098,0.9898627180721458,0.29272451841004204,0.8413376788148581,0.568429568434672,0.248636374049566,0.6152530706226079,True,False
131,627234,5,252764,4,0.7478350128072834,0.7722438456867138,0.3845708184634375,0.4772245084181143,0.4055086766147316,0.5070946744117993,0.473133294307912,0.44430368072185183,False,False
132,627438,9,489492,9,0.769858945403859,0.5269449070157339,0.476787282307183,0.9546403815211748,0.40247957257088746,0.596763075557252,0.5394722377108885,0.6658902347480378,False,True
133,631347,7,721772,3,0.11207259135741605,0.37869195303297326,0.9325770155288458,0.8515836614767522,0.8352032651438167,0.6384102251993928,0.6163885565623035,0.39583552169659386,False,False
